34462
10736170	10736282	2	0	0
10939387	10939422	2	1	1
10940596	10940706	2	1	1
10941690	10941779	2	1	1
10944966	10945052	2	1	1
10947303	10947417	2	1	1
10949211	10949268	2	1	1
10950048	10950173	2	1	1
10959066	10959135	2	1	1
10961282	10961337	2	1	1
11066417	11066514	1	2	2
11067984	11068173	1	2	2
11124336	11124378	1	3	3
11124507	11125704	1	3	3
11249808	11249958	2	4	4
11474743	11474903	1	5	5
11475145	11475237	1	5	5
11477177	11479642	1	5	5
11827522	11827657	1	6	6
11832760	11832914	1	6	6
11867114	11867144	1	6	6
11869828	11869897	1	6	6
11872162	11872353	1	6	6
11873840	11873924	1	6	6
11876103	11876131	1	6	6
11876223	11876295	1	6	6
11882267	11882337	1	6	6
11883601	11884627	1	7	7
11886400	11886564	1	6	6
11886400	11886564	1	7	7
11887951	11888145	1	6	6
11887951	11888145	1	7	7
11889309	11890229	1	6	6
11889309	11890229	1	7	7
11891781	11891930	1	6	6
11891781	11891930	1	7	7
11902860	11903141	1	6	6
11902860	11903141	1	7	7
11903786	11903999	1	6	6
11903786	11903999	1	7	7
11905336	11905556	1	6	6
11910165	11910357	1	6	6
12602465	12602526	1	8	8
12604669	12604738	1	8	8
12615408	12615533	1	8	8
12616313	12616370	1	8	8
12618170	12618288	1	8	8
12620837	12620937	1	8	8
12624241	12624330	1	8	8
12625316	12625427	1	8	8
12626606	12626641	1	8	8
15273854	15273960	1	9	9
15282556	15288669	2	10	10
15290717	15290835	1	11	11
15290994	15291023	1	11	11
15295331	15295409	1	11	11
15295729	15295831	1	11	11
15297156	15297195	1	11	11
15298377	15304555	2	12	12
15326036	15327755	2	13	13
15342359	15342425	2	13	13
15342944	15343064	2	13	13
15349466	15350042	1	14	14
15489989	15490130	1	15	15
15490871	15490946	1	15	15
15492485	15492563	1	15	15
15528191	15529138	1	16	16
15541435	15541606	1	17	17
15550903	15552886	2	18	18
15553210	15553585	2	18	18
15553690	15553837	2	18	18
15557576	15558590	2	19	19
15558445	15558625	1	17	17
15560155	15560263	2	19	19
15560524	15560693	2	19	19
15562016	15564275	2	20	20
15572088	15573264	2	21	21
15575611	15575785	1	17	17
15577966	15578005	1	17	17
15588360	15588477	1	22	22
15600907	15602513	2	23	23
15604051	15604132	2	23	23
15604841	15604881	2	23	23
15611758	15613095	2	24	24
15615401	15615577	2	25	25
15622600	15622711	2	26	26
15623986	15624070	2	26	26
15624538	15624673	2	26	26
15624955	15625093	2	26	26
15625471	15625900	2	26	26
15627331	15627409	2	26	26
15627649	15627715	2	26	26
15628381	15628585	2	26	26
15629737	15629890	2	26	26
15631429	15631537	2	26	26
15631918	15632050	2	26	26
15635179	15635310	2	27	27
15636010	15636066	2	27	27
15636545	15636713	2	27	27
15636799	15636864	2	27	27
15637380	15637458	2	27	27
15638851	15639042	2	27	27
15644203	15644329	2	27	27
15690025	15690708	1	28	28
15690245	15690708	1	28	29
15695370	15695484	1	28	28
15695370	15695484	1	28	29
15695644	15695817	1	28	28
15695644	15695817	1	28	29
15697373	15697628	1	28	29
15698661	15698767	1	28	28
15698661	15698767	1	28	29
15699360	15701481	2	29	30
15700077	15700214	1	28	28
15700077	15700214	1	28	29
15701458	15701564	1	30	31
15702685	15702755	1	28	28
15702685	15702755	1	28	29
15702959	15703402	2	29	30
15708019	15708089	1	28	28
15708019	15708089	1	28	29
15709781	15709825	1	28	28
15709781	15709825	1	28	29
15710867	15711033	1	28	28
15710867	15711033	1	28	29
15719659	15719777	1	28	28
15719659	15719777	1	28	29
15721285	15721521	1	28	29
15721285	15721630	1	28	28
15721485	15722607	1	31	32
15746629	15746898	1	32	33
15749155	15749797	2	33	35
15750371	15750824	2	33	35
15754387	15754452	1	32	33
15765686	15765779	1	32	34
15774711	15774847	1	32	34
15778009	15778296	1	32	33
15778009	15778296	1	32	34
15784958	15785056	1	34	36
15784962	15785056	1	34	37
15784967	15785056	1	34	38
15784976	15785056	1	34	39
15784982	15785056	1	34	40
15784991	15785056	1	34	41
15787171	15787281	1	34	36
15787171	15787281	1	34	37
15787171	15787281	1	34	38
15787171	15787281	1	34	40
15787171	15788698	1	34	39
15787699	15788698	1	34	42
15788551	15788698	1	34	37
15788551	15788698	1	34	38
15788551	15788698	1	34	40
15788584	15788698	1	34	36
15788819	15788930	1	34	36
15788819	15788930	1	34	37
15788819	15788930	1	34	38
15788819	15788930	1	34	39
15788819	15788930	1	34	40
15788819	15790572	1	34	42
15790660	15790797	1	34	36
15790660	15790797	1	34	37
15790660	15790797	1	34	40
15790684	15790797	1	34	38
15790684	15790797	1	34	39
15790708	15790797	1	34	43
15791009	15791151	1	34	36
15791016	15791151	1	34	37
15791016	15791151	1	34	38
15791016	15791151	1	34	40
15791016	15791151	1	34	41
15791016	15791151	1	34	43
15791016	15791386	1	34	39
15791627	15791813	1	34	43
15794900	15795796	1	35	45
15795938	15796133	1	35	45
15796835	15798257	1	34	40
15796858	15797908	1	35	45
15805262	15806010	2	36	46
15805811	15806010	2	36	47
15805846	15806010	2	37	48
15806355	15806502	2	37	48
15813393	15813480	2	36	46
15813393	15813480	2	36	47
15815475	15815565	1	34	36
15815475	15815565	1	34	37
15815475	15815565	1	34	38
15815475	15815565	1	34	41
15815574	15815896	2	36	46
15818492	15819133	1	34	44
15818573	15819164	1	34	38
15820620	15820883	2	36	47
15823196	15823889	1	38	49
15826141	15827433	1	34	36
15826141	15827707	1	34	37
15826141	15829983	1	34	41
15826565	15827186	1	39	50
15852989	15853220	1	40	51
15854194	15855242	2	41	52
15859049	15859170	1	40	51
15876488	15876686	1	40	51
15877314	15877447	1	40	51
15893136	15893941	1	40	51
15901790	15901910	1	42	53
15914720	15915145	2	43	54
15915640	15915799	2	43	54
16141766	16141871	1	44	55
16387693	16387838	1	45	56
16390135	16390219	1	45	56
16390369	16390494	1	45	56
16390640	16390886	1	45	56
16405329	16405416	1	46	57
16423942	16424107	1	47	58
16424524	16425211	1	47	58
16425244	16425487	1	47	58
16425517	16426030	1	47	58
16428946	16429160	2	48	59
16433325	16433460	2	48	59
16434363	16434453	2	48	59
16438286	16438436	2	48	59
16439312	16439390	2	48	59
16459929	16460103	2	48	59
16472851	16472977	2	48	59
16474087	16474228	2	48	59
16476698	16476869	2	48	59
16486984	16488321	1	49	60
16503303	16503375	1	50	61
16508154	16508238	1	50	61
16509387	16509474	1	50	61
16521058	16521288	1	51	62
16525946	16526112	1	51	62
16526974	16527236	1	51	62
16572026	16572149	1	52	63
16572707	16572752	1	52	63
16573043	16573211	1	52	63
16573421	16573526	1	52	63
16574465	16574636	1	52	63
16575362	16578072	2	53	64
16580810	16581286	2	53	64
16581076	16581286	2	54	65
16582506	16582601	2	54	65
16582506	16582706	2	53	64
16590750	16592809	2	55	66
16592894	16592974	1	56	67
16595088	16595484	2	57	68
16599419	16600109	1	56	67
16601886	16602214	1	58	69
16601910	16602214	1	58	70
16601910	16602214	1	59	76
16601947	16602214	1	59	77
16602043	16602214	1	58	71
16602049	16602214	1	59	78
16611657	16611892	1	58	70
16611657	16611892	1	59	76
16611657	16611892	1	59	77
16611657	16611892	1	59	78
16612581	16615103	1	59	79
16613984	16614332	1	59	78
16614076	16614177	1	58	70
16614076	16614177	1	59	77
16614076	16615110	1	59	76
16614698	16615110	1	59	77
16616169	16616345	1	60	80
16616745	16617113	1	60	80
16619614	16619719	1	58	72
16620051	16620159	1	58	72
16622840	16622896	1	58	70
16622840	16622896	1	58	71
16622840	16622896	1	58	72
16637019	16637089	1	58	73
16637039	16637089	1	58	70
16637039	16637089	1	58	71
16637039	16637089	1	58	72
16637039	16637089	1	61	81
16638578	16638739	1	58	69
16638578	16638739	1	58	70
16638578	16638739	1	58	71
16638578	16638739	1	58	72
16638578	16638739	1	58	74
16638578	16638739	1	61	81
16638578	16638979	1	58	73
16639297	16640736	1	58	74
16645694	16645812	2	62	82
16646447	16646580	2	62	82
16647167	16647256	1	58	70
16647604	16647784	1	58	72
16647662	16647784	1	58	70
16648526	16648647	1	58	72
16648526	16648829	1	58	70
16648526	16653808	1	58	71
16649929	16649960	1	58	75
16652321	16652482	1	58	75
16652932	16653804	1	58	75
16653509	16653691	1	58	72
16653891	16654075	2	63	83
16654065	16654075	2	64	84
16659496	16659627	2	63	83
16659496	16659627	2	64	84
16659857	16659968	2	64	84
16661475	16661554	2	64	84
16669461	16669619	2	64	84
16669463	16669619	2	64	85
16670216	16670260	2	64	84
16670216	16670260	2	64	85
16671089	16671177	2	65	86
16671517	16671587	2	64	84
16671517	16671587	2	64	85
16671517	16671587	2	65	86
16673599	16673751	2	64	84
16673599	16673751	2	65	86
16675122	16675451	2	64	85
16675122	16675539	2	64	84
16675122	16676045	2	65	86
16676015	16676045	2	66	87
16677192	16677375	2	65	86
16677192	16677375	2	66	87
16679291	16679492	2	65	86
16679291	16679492	2	66	87
16690102	16690279	2	66	87
16690102	16690279	2	67	88
16690572	16690615	2	66	87
16690572	16690615	2	67	88
